college,state,cds_link1,cds_link2,cds_link3,cds_link4,cds_link5
National Massage Therapy Institute,Virginia,Closed,,,,
New River Community College,Virginia,N/A,,,,
Norfolk State University,Virginia,N/A,,,,
Northern Virginia Community College,Virginia,N/A,,,,
Nova Southeastern University,Virginia,N/A,,,,
Old Dominion University,Virginia,https://www.odu.edu/institutional-research/common-data-set,,,,
Patrick & Henry Community College,Virginia,N/A,,,,
Patrick Henry College,Virginia,N/A,,,,
Paul D. Camp Community College,Virginia,N/A,,,,
Piedmont Virginia Community College,Virginia,N/A,,,,
Potomac College,Virginia,N/A,,,,
Radford University,Virginia,https://www.radford.edu/institutional-research/common-data-set.html,,,,
Randolph College,Virginia,N/A,,,,
Randolph-Macon College,Virginia,https://www.rmc.edu/about-rmc/college-leadership/offices-departments/institutional-effectiveness-and-research/consumer-information/,,,,
Rappahannock Community College,Virginia,N/A,,,,
Reformed Theological Seminary,Virginia,N/A,,,,
Regent University,Virginia,https://www.regent.edu/office-of-institutional-analytics/#institutional-research/common-data-set-cds,,,,
Richard Bland College,Virginia,N/A,,,,
Roanoke College,Virginia,N/A,,,,
Saint Leo University,Virginia,N/A,,,,
Saint Michael College of Allied Health,Virginia,N/A,,,,
Sanford-Brown College,Virginia,Closed,,,,
Sentara College of Health Sciences,Virginia,N/A,,,,
Shenandoah University,Virginia,https://www.su.edu/departments-offices/institutional-research/common-data-set-cds/,https://www.su.edu/wp-content/uploads/2022/03/CDS_2021-2022-1.pdf,,,
Skyline College,Virginia,Closed,,,,
South Baylo University,Virginia,N/A,,,,
South University,Virginia,N/A,,,,
Southern Illinois University Carbondale,Virginia,N/A,,,,
Southern Virginia University ,Virginia,N/A,,,,
Southside Regional Medical Center Professional Schools,Virginia,N/A,,,,
Southside Virginia Community College,Virginia,N/A,,,,
Southwest Virginia Community College,Virginia,N/A,,,,
Strayer University,Virginia,N/A,,,,
Sweet Briar College,Virginia,https://www.sbc.edu/institutional-effectiveness/common-data-set/,,,,
The National Graduate School ,Virginia,N/A,,,,
Tidewater Community College,Virginia,N/A,,,,
Union Presbyterian Seminary,Virginia,N/A,,,,
Union Presbyterian Seminary,Virginia,N/A,,,,
University of Fairfax,Virginia,N/A,,,,
University of Lynchburg,Virginia,N/A,,,,
University of Management and Technology,Virginia,N/A,,,,
University of Mary Washington,Virginia,https://academics.umw.edu/iae/looking-for-data/common-data-sets-ms-excel-files/2022-2023-common-data-set/,,,,
University of Maryland Global Campus,Virginia,N/A,,,,
University of North America,Virginia,N/A,,,,
University of Phoenix,Virginia,N/A,,,,
University of Richmond,Virginia,https://ifx.richmond.edu/research/common-data.html,,,,
University of the Potomac,Virginia,N/A,,,,
University of Valley Forge,Virginia,N/A,,,,
University of Virginia,Virginia,https://ira.virginia.edu/common-data-set,,,,
University of Virginia's College at Wise,Virginia,https://www.uvawise.edu/about/leadership/institutional-research,,,,
Virgina Commonwealth University,Virginia,https://irds.vcu.edu/institutional-reporting/common-data-set/,,,,
Virginia College,Virginia,N/A,,,,
Virginia Highlands Community College,Virginia,N/A,,,,
Virginia Military Institute,Virginia,https://www.vmi.edu/about/offices-a-z/assessment-and-institutional-research/institutional-research/common-data-sets/,,,,
Virginia Peninsula Community College,Virginia,N/A,,,,
Virginia School of Massage,Virginia,N/A,,,,
Virginia School of Nursing & Medical Institute,Virginia,N/A,,,,
Virginia State University,Virginia,N/A,,,,
Virginia Tech,Virginia,https://aie.vt.edu/analytics-and-ai/common-data-set.html,,,,
Virginia Tech Carilion School of Medicine,Virginia,N/A,,,,
Virginia Theological Seminary,Virginia,N/A,,,,
Virginia Union University,Virginia,N/A,,,,
Virginia University of Lynchburg,Virginia,N/A,,,,
Virginia University of Lynchburg,Virginia,N/A,,,,
Virginia University of Oriental Medicine,Virginia,N/A,,,,
Virginia University of Science & Technology,Virginia,N/A,,,,
Virginia Wesleyan University,Virginia,N/A,,,,
Virginia Western Community College,Virginia,https://www.virginiawestern.edu/wp-content/uploads/2021/06/CDS_2020-21.pdf,,,,
Virginia-Maryland Regional College of Veterinary Medicine,Virginia,N/A,,,,
Washington and Lee University,Virginia,https://my.wlu.edu/accreditation-and-institutional-research/common-data-set,,,,
Washington Baptist University,Virginia,N/A,,,,
Washington Bible College and Capital Bible Seminary,Virginia,N/A,,,,
Washington University of Science and Technology,Virginia,N/A,,,,
Webster University,Virginia,N/A,,,,
Westwood College,Virginia,Closed,,,,
William Samson University,Virginia,N/A,,,,
World College ,Virginia,N/A,,,,
Wytheville Community College,Virginia,N/A,,,,
Antioch University,Washington,N/A,,,,
Bastyr University,Washington,N/A,,,,
Bates Technical College,Washington,N/A,,,,
Bellevue College,Washington,N/A,,,,
Bellingham Technical College,Washington,N/A,,,,
Big Bend Community College,Washington,N/A,,,,
Cascadia College,Washington,N/A,,,,
Central Washington University,Washington,https://www.cwu.edu/about/offices/institutional-effectiveness/published-reports/index.php,,,,
Centralia College,Washington,N/A,,,,
City University of Seattle,Washington,N/A,,,,
Clark College,Washington,N/A,,,,
Clover Park Technical College,Washington,N/A,,,,
Columbia Basin College,Washington,N/A,,,,
Columbia College,Washington,N/A,,,,
Community Colleges of Spokane,Washington,N/A,,,,
Cornish College of the Arts,Washington,N/A,,,,
DigiPen Institute of Technology,Washington,N/A,,,,
Eastern Washington University,Washington,https://inside.ewu.edu/institutional-research/common-data-set/,,,,
Edmonds College,Washington,N/A,,,,
Everett Community College,Washington,N/A,,,,
Evergreen State College,Washington,https://www.evergreen.edu/offices-services/institutional-research-and-decision-support/facts-figures,,,,
Faith Evangelical Lutheran Seminary,Washington,N/A,,,,
Gonzaga University,Washington,https://www.gonzaga.edu/academics/academic-resources/registrars-office/office-of-institutional-research/reports,,,,
Grays Harbor College,Washington,N/A,,,,
Green River College,Washington,N/A,,,,
Heritage University,Washington,N/A,,,,
Highline College,Washington,N/A,,,,
Lake Washington Institute of Technology,Washington,N/A,,,,
Lower Columbia College,Washington,N/A,,,,
Moody Aviation,Washington,N/A,,,,
North Seattle College,Washington,N/A,,,,
Northeastern University,Washington,N/A,,,,
Northwest Indian College,Washington,N/A,,,,
Northwest University ,Washington,https://www.northwestu.edu/about/consumer-information,,,,
Olympic College,Washington,N/A,,,,
Pacific Lutheran University,Washington,https://www.plu.edu/institutional-research/documents/file-group/common-data-set-documents-forms/,,,,
Pacific Northwest University of Health Sciences,Washington,N/A,,,,
Peninsula College,Washington,N/A,,,,
Pierce College,Washington,N/A,,,,
Renton Technical College,Washington,N/A,,,,
Saint Martin's University,Washington,https://www.stmartin.edu/directory/offices-departments-directory/institutional-research/reports,,,,
School of Visual Concepts,Washington,N/A,,,,
Seattle Bible College,Washington,N/A,,,,
Seattle Central College,Washington,N/A,,,,
Seattle Pacific University,Washington,https://spu.edu/administration/office-of-institutional-effectiveness/common-data-sets,,,,
Seattle University,Washington,N/A,,,,
Seattle Vocational Institute,Washington,Closed,,,,
Shoreline Community College,Washington,N/A,,,,
Skagit Valley College,Washington,N/A,,,,
South Puget Sound Community College,Washington,N/A,,,,
South Seattle College,Washington,N/A,,,,
Spokane Falls Community College,Washington,N/A,,,,
Tacoma Community College,Washington,N/A,,,,
University of Puget Sound,Washington,https://www.pugetsound.edu/institutional-research/general-information#cds,,,,
University of Washington,Washington,https://www.washington.edu/opb/uw-data/external-reporting/common-data-set/,,,,
Walla Walla Community College,Washington,N/A,,,,
Walla Walla University,Washington,https://www.wallawalla.edu/resources/institutional-research/institutional-reports/common-data-set,,,,
Walla Walla University,Washington,https://www.wallawalla.edu/resources/institutional-research/institutional-reports/common-data-set,,,,
Washington State University,Washington,https://ir.wsu.edu/Common+Data+Set/,,,,
Wenatchee Valley College,Washington,N/A,,,,
Western Washington University,Washington,https://oie.wwu.edu/common-data-set/,,,,
Whatcom Community College,Washington,N/A,,,,
Whitman College ,Washington,https://www.whitman.edu/institutional-research/common-data-set,,,,
Whitworth University,Washington,N/A,,,,
Yakima Valley College,Washington,N/A,,,,
American Public University System,West Virginia,N/A,,,,
Appalachian Bible College,West Virginia,N/A,,,,
Bethany College,West Virginia,N/A,,,,
Blue Ridge Community and Technical College,West Virginia,N/A,,,,
Bluefield State University,West Virginia,https://bluefieldstate.edu/institutional-research/research-data/,,,,
BridgeValley Community and Technical College,West Virginia,N/A,,,,
Catholic Distance University,West Virginia,N/A,,,,
Concord University,West Virginia,https://www.concord.edu/wp-content/uploads/Faculty-Staff/CDS_2020-2021.pdf,https://www.concord.edu/wp-content/uploads/CDS_2021-2022.pdf,https://www.concord.edu/wp-content/uploads/About/Important-Offices/PDF/CDS_2019-2020.pdf,,
Davis & Elkins College,West Virginia,N/A,,,,
Eastern West Virginia Community and Technical College,West Virginia,N/A,,,,
Fairmont State University,West Virginia,N/A,,,,
Future Generations University,West Virginia,N/A,,,,
Glenville State University,West Virginia,N/A,,,,
Huntington Junior College,West Virginia,N/A,,,,
Marshall University,West Virginia,https://www.marshall.edu/irp/institutional-data/,,,,
Mountwest Community and Technical College,West Virginia,N/A,,,,
New River Community and Technical College,West Virginia,N/A,,,,
Pierpont Community and Technical College,West Virginia,N/A,,,,
Potomac State College of West Virginia University,West Virginia,https://institutionalresearch.wvu.edu/institutional-research/reports-resources-and-forms,,,,
Salem University,West Virginia,N/A,,,,
Shepherd University,West Virginia,N/A,,,,
Southern West Virginia Community and Technical College,West Virginia,N/A,,,,
University of Charleston,West Virginia,N/A,,,,
Valley College,West Virginia,N/A,,,,
West Liberty University,West Virginia,"https://westliberty.edu/university-effectiveness/common-data-set/#:~:text=The%20Common%20Data%20Set%20(CDS,%26%20World%20Report%20%E2%80%93%20Best%20Colleges.",,,,
West Virginia Junior College,West Virginia,N/A,,,,
West Virginia Northern Community College,West Virginia,N/A,,,,
West Virginia School of Osteopathic Medicine,West Virginia,N/A,,,,
West Virginia State University,West Virginia,N/A,,,,
West Virginia University Institute of Technology,West Virginia,https://institutionalresearch.wvu.edu/institutional-research/reports-resources-and-forms,,,,
West Virginia University Main,West Virginia,https://institutionalresearch.wvu.edu/institutional-research/reports-resources-and-forms,,,,
West Virginia Wesleyan College,West Virginia,N/A,,,,
Wheeling University,West Virginia,N/A,,,,
Alverno College,Wisconsin,N/A,,,,
Anthem College,Wisconsin,Closed,,,,
Bellin College,Wisconsin,N/A,,,,
Beloit College,Wisconsin,https://www.beloit.edu/offices/institutional-research-assessment-planning/key-metrics/,,,,
Blackhawk Technical College,Wisconsin,N/A,,,,
Bryant & Stratton College Wauwatosa,Wisconsin,N/A,,,,
Cardinal Stritch University,Wisconsin,Closed,,,,
Carroll University,Wisconsin,N/A,,,,
Carthage College,Wisconsin,https://www.carthage.edu/about/offices-services/institutional-research/common-data-set/,,,,
Chippewa Valley Technical College ,Wisconsin,N/A,,,,
College of Menominee Nation,Wisconsin,N/A,,,,
Concordia University Wisconsin,Wisconsin,N/A,,,,
DeVry University,Wisconsin,N/A,,,,
Edgewood College,Wisconsin,N/A,,,,
Fox Valley Technical College,Wisconsin,N/A,,,,
Gateway Technical College,Wisconsin,N/A,,,,
Globe University Eau Claire,Wisconsin,N/A,,,,
Herzing University Madison,Wisconsin,N/A,,,,
Kaplan College,Wisconsin,Closed,,,,
Lac Courte Oreilles Ojibwe College,Wisconsin,N/A,,,,
Lakeland University,Wisconsin,N/A,,,,
Lakeshore Technical College,Wisconsin,N/A,,,,
Lawrence University,Wisconsin,https://www.lawrence.edu/offices/office-institutional-research/sharing-data,,,,
Madison Area Technical College ,Wisconsin,N/A,,,,
Madison Media Institute,Wisconsin,Closed,,,,
Maranatha Baptist University,Wisconsin,N/A,,,,
Marian University,Wisconsin,N/A,,,,
Marquette University,Wisconsin,https://www.marquette.edu/institutional-research-analysis/common-data-set.php,,,,
Medical College of Wisconsin,Wisconsin,N/A,,,,
Mid-State Technical College,Wisconsin,N/A,,,,
Midwest College of Oriental Medicine Racine,Wisconsin,N/A,,,,
Milwaukee Area Technical College,Wisconsin,N/A,,,,
Milwaukee Institute of Art and Design,Wisconsin,N/A,,,,
Milwaukee School of Engineering,Wisconsin,https://www.msoe.edu/about-msoe/who-we-are/consumer-information-and-policies/,,,,
Moraine Park Technical College,Wisconsin,N/A,,,,
Mount Mary University,Wisconsin,https://mtmary.edu/about/fast-facts/index.html,,,,
Nashotah House,Wisconsin,N/A,,,,
Nicolet College,Wisconsin,N/A,,,,
Northcentral Technical College ,Wisconsin,N/A,,,,
Northeast Wisconsin Technical College,Wisconsin,N/A,,,,
Northland College,Wisconsin,N/A,,,,
Northwood Technical College,Wisconsin,N/A,,,,
Ottawa University Milwaukee,Wisconsin,N/A,,,,
Rasmussen College Green Bay,Wisconsin,N/A,,,,
Ripon College,Wisconsin,N/A,,,,
Sacred Heart School of Theology ,Wisconsin,N/A,,,,
Southwest Wisconsin Technical College,Wisconsin,N/A,,,,
St. Norbert College,Wisconsin,https://www.snc.edu/oie/cds.html,,,,
University of Phoenix,Wisconsin,Closed,,,,
University of Wisconsin Baraboo/Sauk County,Wisconsin,N/A,,,,
University of Wisconsin Barron County,Wisconsin,N/A,,,,
University of Wisconsin Eau Claire,Wisconsin,https://www.uwec.edu/offices-services/institutional-research/common-data-set,,,,
University of Wisconsin Fond du Lac,Wisconsin,Closed,,,,
University of Wisconsin Fox Valley,Wisconsin,Closing,,,,
University of Wisconsin Green Bay,Wisconsin,https://www.uwgb.edu/ise/additional-resources/,,,,
University of Wisconsin La Crosse ,Wisconsin,https://www.uwlax.edu/institutional-research/data-resources/common-data-set/,,,,
University of Wisconsin Madison,Wisconsin,https://data.wisc.edu/common-data-set-and-rankings/,,,,
University of Wisconsin Manitowoc,Wisconsin,N/A,,,,
University of Wisconsin Marathon County,Wisconsin,N/A,,,,
University of Wisconsin Marinette,Wisconsin,N/A,,,,
University of Wisconsin Milwaukee ,Wisconsin,https://uwm.edu/institutional-research/common-data-set-cds/,,,,
University of Wisconsin Oshkosh,Wisconsin,https://www.uwosh.edu/oir/common-data-set/,,,,
University of Wisconsin Parkside,Wisconsin,https://www.uwp.edu/explore/offices/institutional-research/cds.cfm,,,,
University of Wisconsin Platteville,Wisconsin,N/A,,,,
University of Wisconsin Richland ,Wisconsin,N/A,,,,
University of Wisconsin River Falls ,Wisconsin,https://www.uwrf.edu/Research/External-Reporting.cfm,,,,
University of Wisconsin Stevens Point,Wisconsin,https://www3.uwsp.edu/oire/Pages/common-data-set.aspx,,,,
University of Wisconsin Stout ,Wisconsin,N/A,,,,
University of Wisconsin Superior,Wisconsin,N/A,,,,
University of Wisconsin Washington County,Wisconsin,Closed,,,,
University of Wisconsin Waukesha,Wisconsin,Closing,,,,
University of Wisconsin Whitewater,Wisconsin,https://www.uww.edu/documents/IRAP/External%20Reports/Common%20Data%20Set/CDS_2022-2023.pdf,https://www.uww.edu/documents/IRAP/External%20Reports/Common%20Data%20Set/CDS_2021-2022.pdf,,,
